inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-5-samples;inf-norm-Clever-20-samples;inf-norm-Clever-100-samples;inf-norm-Clever-1024-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-5-samples;2-norm-Clever-20-samples;2-norm-Clever-100-samples;2-norm-Clever-1024-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-5-samples;1-norm-Clever-20-samples;1-norm-Clever-100-samples;1-norm-Clever-1024-samples
0.006900116801261902;0.006900116801261902;0.02312353253364563;0,0131;0,0117;0,0107;0,0103;0,2286;0,2286;0,3620;0,0085;0,2568;0,0123;0,0093;5,0077;14,3401;5,0077;4,2444;4,5182;0,0072;3,4884
0.006901144981384277;0.006901144981384277;0.04497972130775452;0,0122;0,0126;0,0095;0,0081;0,2303;0,2303;0,3406;0,0046;0,0115;0,0281;0,0031;5,0237;8,6520;5,0237;1,9420;1,9775;0,0108;0,0413
0.006901144981384277;0.006901144981384277;0.02471199631690979;0,0187;0,0185;0,0166;0,0154;0,2305;0,2305;0,4027;0,2940;0,0126;0,0135;0,0107;5,0595;7,3297;5,0595;0,0050;0,0098;0,0070;0,0080
0.007200121879577637;0.007200121879577637;0.02246275544166565;0,0200;0,0145;0,0097;0,0068;0,2312;0,2564;0,2312;0,3433;0,0022;0,0018;0,0174;5,1497;10,0136;5,1497;4,0915;3,8406;2,8169;0,0069
0.007200121879577637;0.007200121879577637;0.026003390550613403;0,0109;0,0054;0,0058;0,0044;0,2312;0,2312;0,2527;0,4241;0,0034;0,0274;0,0030;5,1572;5,3362;5,1572;0,0060;0,0065;0,0051;0,0106
0.007200121879577637;0.007200121879577637;0.0238608717918396;0,0142;0,0120;0,0109;0,0093;0,2314;0,2314;0,2495;0,0054;0,0072;0,0040;0,0015;5,1644;7,3744;5,1644;0,0070;0,0138;0,0704;0,0086
0.007200121879577637;0.007200121879577637;0.020233750343322754;0,0162;0,0139;0,0126;0,0109;0,2322;0,2322;0,3570;0,0176;0,0128;0,0046;0,0058;5,1834;5,8290;5,1834;2,2075;0,0046;0,0094;0,0018
0.007200121879577637;0.007200121879577637;0.029398083686828613;0,0138;0,0106;0,0096;0,0088;0,2333;0,2333;0,2430;0,0086;0,0019;0,0065;0,0123;5,1947;19,6810;5,1947;8,7911;7,1680;7,1627;6,2838
0.007201194763183594;0.007201194763183594;0.022387146949768066;0,0100;0,0056;0,0062;0,0055;0,2334;0,2761;0,2334;0,0121;0,0020;0,0024;0,0002;5,2280;7,5673;5,2280;0,0080;0,0147;0,3739;0,0209
0.007201194763183594;0.007201194763183594;0.026546508073806763;0,0116;0,0105;0,0085;0,0069;0,2334;0,2365;0,2334;0,0096;0,3860;0,0025;0,0060;5,2333;10,7635;5,2333;2,2316;0,0070;1,7560;1,5975
0.007500126957893372;0.007500126957893372;0.021965891122817993;0,0112;0,0112;0,0099;0,0092;0,2340;0,2678;0,2340;0,0056;0,0145;0,0034;0,0303;5,2522;10,7266;5,2522;4,5873;0,0292;0,0059;0,0053
0.007500126957893372;0.007500126957893372;0.034301623702049255;0,0119;0,0100;0,0064;0,0061;0,2340;0,2340;0,3661;0,0053;0,0032;0,0015;0,0033;5,2531;7,9202;5,2531;3,0970;2,6776;0,0064;2,0458
0.007500126957893372;0.007500126957893372;0.0267522931098938;0,0134;0,0102;0,0096;0,0073;0,2340;0,2718;0,2340;0,6130;0,8078;0,0028;0,0023;5,2952;8,2418;5,2952;1,7676;1,7115;1,5483;1,5117
0.007500126957893372;0.007500126957893372;0.019981592893600464;0,0169;0,0124;0,0069;0,0038;0,2343;0,2499;0,2343;0,5645;0,0041;0,3786;0,0005;5,3006;7,3725;5,3006;1,3680;0,0048;0,0185;0,7675
0.007500126957893372;0.007500126957893372;0.023573920130729675;0,0090;0,0097;0,0081;0,0069;0,2359;0,2359;0,2876;0,8151;0,0057;0,0047;0,0011;5,3108;13,7608;5,3108;5,2073;5,6654;0,0356;0,0547
0.007500126957893372;0.007500126957893372;0.029356077313423157;0,0101;0,0105;0,0078;0,0065;0,2365;0,2365;0,2494;0,0110;0,0045;0,0095;0,2929;5,3224;9,1689;5,3224;4,1797;3,9687;0,0193;0,0052
0.007500126957893372;0.007500126957893372;0.02101317048072815;0,0054;0,0067;0,0047;0,0043;0,2372;0,4033;0,2372;0,0090;0,0192;0,0060;0,0040;5,3274;11,4969;5,3274;0,0217;2,3319;0,0053;0,0246
0.0078001320362091064;0.0078001320362091064;0.01766274869441986;0,0223;0,0144;0,0153;0,0107;0,2377;0,2377;0,2431;0,0147;0,7406;0,0062;0,1751;5,3497;9,9708;5,3497;5,2100;0,0039;1,8513;3,5192
0.0078001320362091064;0.0078001320362091064;0.028826236724853516;0,0147;0,0145;0,0111;0,0112;0,2408;0,2408;0,3171;0,0086;0,0094;0,0046;0,0024;5,3643;6,8179;5,3643;1,8434;1,5993;1,3963;1,3650
0.0078001320362091064;0.0078001320362091064;0.02433037757873535;0,0114;0,0095;0,0087;0,0062;0,2411;0,2612;0,2411;0,4278;0,0047;0,0126;0,0057;5,3773;16,6258;5,3773;5,4049;4,4375;0,0191;0,0231
0.0078001320362091064;0.0078001320362091064;0.023710906505584717;0,0194;0,0180;0,0125;0,0123;0,2421;0,2421;0,3222;0,6407;0,0069;0,5701;0,0100;5,4185;12,1003;5,4185;7,7461;8,1814;6,7889;6,5632
0.0078001320362091064;0.0078001320362091064;0.022814422845840454;0,0163;0,0134;0,0126;0,0106;0,2428;0,2428;0,2614;0,6221;0,0050;0,5490;0,0037;5,4397;8,4902;5,4397;0,0041;2,0686;0,0093;0,0053
0.0078001320362091064;0.0078001320362091064;0.018662691116333008;0,0118;0,0106;0,0083;0,0053;0,2456;0,2456;0,2957;0,6699;0,0040;0,0040;0,0022;5,4556;11,2420;5,4556;2,4998;1,7810;0,0182;0,0095
0.0078012943267822266;0.0078012943267822266;0.036015838384628296;0,0126;0,0118;0,0098;0,0096;0,2483;0,2483;0,2499;0,0019;0,0089;0,0064;0,0098;5,4882;15,8565;5,4882;7,7735;7,0934;6,3447;5,6627
0.0078012943267822266;0.0078012943267822266;0.023186028003692627;0,0156;0,0136;0,0126;0,0100;0,2491;0,2641;0,2491;0,0051;0,0081;0,0011;0,0328;5,5256;11,8910;5,5256;4,0047;3,7677;3,4274;0,0119
0.008100137114524841;0.008100137114524841;0.021700114011764526;0,0127;0,0135;0,0073;0,0066;0,2492;0,2911;0,2492;0,0016;0,0034;0,0010;0,0085;5,5508;12,1375;5,5508;4,1994;3,6580;0,0116;0,0049
0.008100137114524841;0.008100137114524841;0.024897634983062744;0,0151;0,0135;0,0143;0,0105;0,2499;0,2499;0,3634;0,2853;0,2615;0,0243;0,0018;5,5636;15,2872;5,5636;5,2638;4,7579;1,5533;4,1734
0.008100137114524841;0.008100137114524841;0.02098187804222107;0,0122;0,0104;0,0095;0,0087;0,2525;0,2525;0,2549;0,0037;0,0048;0,0016;0,0017;5,5845;8,1795;5,5845;0,0057;0,0117;0,0226;0,0225
0.008100137114524841;0.008100137114524841;0.03349877893924713;0,0217;0,0165;0,0177;0,0134;0,2537;0,2570;0,2537;0,0054;0,0018;0,0017;0,0022;5,6174;10,5996;5,6174;7,4873;6,3935;5,0265;4,8894
0.008100137114524841;0.008100137114524841;0.02067631483078003;0,0074;0,0062;0,0054;0,0041;0,2545;0,3318;0,2545;0,0019;0,0019;0,0031;0,0022;5,6779;7,9723;5,6779;0,0085;0,0062;0,0098;0,0093
0.008100137114524841;0.008100137114524841;0.040685683488845825;0,0099;0,0111;0,0100;0,0077;0,2556;0,2556;0,2568;0,0069;0,4727;0,0008;0,4802;5,6918;6,9151;5,6918;3,4452;0,0310;0,0256;2,2887
0.008101344108581543;0.008101344108581543;0.0251806378364563;0,0206;0,0139;0,0078;0,0085;0,2562;0,2665;0,2562;0,0211;0,0095;0,0052;0,0025;5,7527;10,5000;5,7527;3,1602;2,2363;0,0122;2,3400
0.008101344108581543;0.008101344108581543;0.03389826416969299;0,0252;0,0154;0,0192;0,0140;0,2574;0,2574;0,4494;0,0081;0,0052;0,0077;0,0031;5,8451;8,5472;5,8451;0,0091;2,5278;2,1766;1,7587
0.008400142192840576;0.008400142192840576;0.024099186062812805;0,0142;0,0129;0,0124;0,0111;0,2592;0,2592;0,4079;0,0220;0,0034;0,0032;0,0060;5,8502;7,5479;5,8502;4,9423;4,4710;0,0115;0,0204
0.008400142192840576;0.008400142192840576;0.027965009212493896;0,0191;0,0172;0,0154;0,0131;0,2611;0,2611;0,3490;0,0021;0,0062;0,0035;0,0026;5,8819;11,0951;5,8819;6,5024;6,4298;0,0171;5,0467
0.008400142192840576;0.008400142192840576;0.025736451148986816;0,0159;0,0142;0,0130;0,0116;0,2639;0,2639;0,2747;0,0149;0,0198;0,0027;0,0033;5,8834;10,4322;5,8834;5,4122;4,4067;3,9983;0,0055
0.00840139389038086;0.00840139389038086;0.025513410568237305;0,0140;0,0112;0,0098;0,0085;0,2644;0,2644;0,2988;0,0313;0,0104;0,3810;0,0029;5,9138;9,0410;5,9138;2,9132;2,3333;0,0344;2,0007
0.008700147271156311;0.008700147271156311;0.036294251680374146;0,0253;0,0198;0,0197;0,0152;0,2657;0,3118;0,2657;0,8753;0,0109;0,0049;0,0024;5,9288;6,7714;5,9288;1,3843;0,0096;0,0017;0,0110
0.008700147271156311;0.008700147271156311;0.02431046962738037;0,0144;0,0153;0,0163;0,0128;0,2672;0,2979;0,2672;0,0096;0,4178;0,4004;0,2274;5,9347;25,5289;5,9347;7,7899;7,0385;6,5846;6,2448
0.008700147271156311;0.008700147271156311;0.031644225120544434;0,0131;0,0134;0,0106;0,0080;0,2679;0,2778;0,2679;0,0113;0,0131;0,0525;0,0090;5,9358;10,2002;5,9358;1,6126;1,3193;1,4183;1,2089
0.008700147271156311;0.008700147271156311;0.027999967336654663;0,0146;0,0170;0,0131;0,0121;0,2680;0,2905;0,2680;0,0027;0,0053;0,0038;0,0130;5,9603;10,1716;5,9603;6,8632;5,5254;5,0491;4,5264
0.008700147271156311;0.008700147271156311;0.034412264823913574;0,0201;0,0164;0,0176;0,0142;0,2684;0,2924;0,2684;0,0045;0,0034;0,0022;0,0004;6,0004;10,0641;6,0004;2,9126;2,7629;2,3915;1,4328
0.008700147271156311;0.008700147271156311;0.029237419366836548;0,0121;0,0118;0,0115;0,0106;0,2713;0,2713;0,2737;0,4677;0,3031;0,0028;0,0019;6,0140;6,0140;6,8428;0,0117;4,4237;3,5692;2,3650
0.008700147271156311;0.008700147271156311;0.027106791734695435;0,0153;0,0147;0,0138;0,0135;0,2719;0,2719;0,2732;0,0031;0,0050;0,0049;0,0016;6,0404;11,2225;6,0404;3,6623;1,2500;0,5867;0,0109
0.008700147271156311;0.008700147271156311;0.0339026004076004;0,0191;0,0167;0,0124;0,0124;0,2720;0,2720;0,3303;0,4817;0,0077;0,0040;0,0390;6,0569;10,8900;6,0569;4,1699;3,5158;3,1653;2,6685
0.008700668811798096;0.008700668811798096;0.028622061014175415;0,0216;0,0200;0,0164;0,0145;0,2725;0,2725;0,3192;0,0024;0,0128;0,0020;0,3706;6,0960;13,0144;6,0960;6,8494;6,4417;5,3841;4,7500
0.008700668811798096;0.008700668811798096;0.03150495886802673;0,0227;0,0197;0,0171;0,0160;0,2728;0,3040;0,2728;0,0036;0,6805;0,0038;0,0009;6,1353;10,5682;6,1353;3,1206;2,4869;0,0058;2,0717
0.009000152349472046;0.009000152349472046;0.023742735385894775;0,0158;0,0139;0,0121;0,0069;0,2745;0,2951;0,2745;0,0033;0,0092;0,0117;0,0066;6,1889;12,3279;6,1889;5,5379;5,0101;0,0148;0,0066
0.009000152349472046;0.009000152349472046;0.025615602731704712;0,0110;0,0084;0,0081;0,0073;0,2750;0,2750;0,3299;0,0124;0,0033;0,0079;0,0117;6,1907;9,3730;6,1907;3,8239;0,0259;0,0482;0,0199
0.009000152349472046;0.009000152349472046;0.04303577542304993;0,0244;0,0241;0,0207;0,0157;0,2755;0,2755;0,3136;0,0031;0,0037;0,0029;0,0024;6,2293;9,8741;6,2293;2,6726;1,8266;0,0187;0,2815
0.009000152349472046;0.009000152349472046;0.02868485450744629;0,0211;0,0197;0,0162;0,0165;0,2759;0,3046;0,2759;0,0045;0,0016;0,0131;0,0034;6,2865;14,2869;6,2865;5,2764;0,0401;3,7825;3,5048
0.009000152349472046;0.009000152349472046;0.03593519330024719;0,0154;0,0122;0,0129;0,0100;0,2760;0,3094;0,2760;0,8027;0,7414;0,6131;0,0295;6,3187;13,1499;6,3187;3,4985;2,8943;2,8394;0,0108
0.009000152349472046;0.009000152349472046;0.02999591827392578;0,0167;0,0142;0,0122;0,0115;0,2763;0,3678;0,2763;0,0036;0,0087;0,0028;0,0059;6,3286;7,4504;6,3286;3,3961;0,0108;2,4987;0,0244
0.009000152349472046;0.009000152349472046;0.0246676504611969;0,0162;0,0167;0,0154;0,0129;0,2777;0,2777;0,3143;0,0052;0,0020;0,0026;0,0049;6,3584;12,3004;6,3584;6,1796;5,7177;4,5612;3,1262
0.009000152349472046;0.009000152349472046;0.02940322458744049;0,0128;0,0111;0,0093;0,0088;0,2787;0,3237;0,2787;0,0053;0,0012;0,0035;0,0046;6,3596;10,9250;6,3596;3,0218;2,1153;0,0034;0,0123
0.009000152349472046;0.009000152349472046;0.023019492626190186;0,0243;0,0175;0,0168;0,0152;0,2789;0,3027;0,2789;0,9005;0,0027;0,0041;0,0041;6,3980;8,6975;6,3980;0,2100;0,2211;0,7577;0,0093
0.009001493453979492;0.009001493453979492;0.02770388126373291;0,0133;0,0117;0,0099;0,0112;0,2796;0,2796;0,3027;0,0288;0,0012;0,0039;0,0027;6,4443;10,8617;6,4443;4,0824;3,5425;2,9040;0,0109
0.009001493453979492;0.009001493453979492;0.027037233114242554;0,0066;0,0130;0,0089;0,0081;0,2859;0,2859;0,3593;0,2220;0,0278;0,0105;0,0229;6,4573;10,9339;6,4573;0,0077;1,5959;0,0108;0,0056
0.009001493453979492;0.009001493453979492;0.020372554659843445;0,0157;0,0113;0,0096;0,0084;0,2862;0,4016;0,2862;0,0130;1,1564;0,0042;0,0284;6,4851;19,6146;6,4851;5,6517;4,5819;1,7339;3,7536
0.009001493453979492;0.009001493453979492;0.029946058988571167;0,0151;0,0116;0,0075;0,0063;0,2863;0,2863;0,2924;0,6815;0,0277;0,0783;0,0048;6,5813;7,9115;6,5813;3,6647;3,2342;2,0596;2,2858
0.009001493453979492;0.009001493453979492;0.02809673547744751;0,0194;0,0174;0,0164;0,0140;0,2877;0,3193;0,2877;0,0086;0,7689;0,0073;0,0037;6,5893;13,5054;6,5893;5,5645;4,7553;3,9197;3,8048
0.009001493453979492;0.009001493453979492;0.03312399983406067;0,0252;0,0236;0,0202;0,0188;0,2882;0,4004;0,2882;0,0093;0,0081;0,0048;0,0033;6,5986;8,0332;6,5986;4,7305;2,5255;0,0163;2,1385
0.00930015742778778;0.00930015742778778;0.03560437262058258;0,0253;0,0199;0,0129;0,0135;0,2906;0,3762;0,2906;0,0041;0,0323;0,0016;0,4053;6,6110;8,1798;6,6110;1,9386;0,0068;1,0937;1,1101
0.00930015742778778;0.00930015742778778;0.029612571001052856;0,0149;0,0133;0,0121;0,0090;0,2910;0,2910;0,2973;0,0131;0,0052;0,0093;0,0060;6,6148;11,3151;6,6148;4,6264;4,2864;0,0136;0,0376
0.00930015742778778;0.00930015742778778;0.03670462965965271;0,0296;0,0158;0,0192;0,0119;0,2942;0,3087;0,2942;0,7520;0,0038;0,7961;0,0020;6,6395;12,7982;6,6395;0,0037;0,0193;0,1129;2,3212
0.00930015742778778;0.00930015742778778;0.03051188588142395;0,0163;0,0179;0,0168;0,0138;0,2943;0,2943;0,3375;0,0296;0,5671;0,0029;0,2714;6,6721;14,4801;6,6721;6,0370;6,0878;0,0469;4,6203
0.00930015742778778;0.00930015742778778;0.028484150767326355;0,0285;0,0169;0,0138;0,0110;0,2953;0,2953;0,3517;0,0211;0,0023;0,3688;0,0079;6,7751;9,4932;6,7751;5,8308;5,0712;4,4821;4,4320
0.00930015742778778;0.00930015742778778;0.03767004609107971;0,0183;0,0205;0,0172;0,0144;0,2978;0,2978;0,3149;0,0018;0,0053;0,0056;0,0036;6,7981;11,7601;6,7981;3,6107;3,7020;3,3675;2,7943
0.009600162506103516;0.009600162506103516;0.03621891140937805;0,0309;0,0263;0,0257;0,0185;0,2994;0,2994;0,3166;0,1521;0,0438;0,0094;0,0054;6,8040;11,9900;6,8040;3,7277;2,9653;0,0629;0,0067
0.009600162506103516;0.009600162506103516;0.03876316547393799;0,0274;0,0276;0,0262;0,0225;0,3029;0,3073;0,3029;0,0025;0,0424;0,0067;0,0114;6,8393;10,6813;6,8393;4,4731;0,0077;0,0055;2,4768
0.009601593017578125;0.009601593017578125;0.03148086369037628;0,0242;0,0219;0,0197;0,0162;0,3076;0,3076;0,3366;0,0357;0,0048;0,0053;0,0047;6,8699;9,7909;6,8699;2,7545;2,2268;1,5219;0,9200
0.00990016758441925;0.00990016758441925;0.02801087498664856;0,0240;0,0228;0,0199;0,0123;0,3078;0,3078;0,3270;0,8389;0,0051;0,0043;0,0043;6,8844;12,0255;6,8844;3,4218;2,8049;0,0059;0,0095
0.00990016758441925;0.00990016758441925;0.027812212705612183;0,0220;0,0215;0,0178;0,0152;0,3087;0,3087;0,3200;0,8726;0,0102;0,0283;0,6628;6,9109;16,4992;6,9109;3,3225;0,0133;0,0088;0,1775
0.00990016758441925;0.00990016758441925;0.02391798049211502;0,0162;0,0130;0,0091;0,0037;0,3105;0,3466;0,3105;0,0751;0,6504;0,0116;0,0013;6,9580;17,6183;6,9580;0,0203;0,0181;2,2860;0,0032
0.00990016758441925;0.00990016758441925;0.02614918351173401;0,0117;0,0108;0,0100;0,0087;0,3120;0,3120;0,3376;0,0372;0,6427;0,0125;0,4940;6,9757;13,5707;6,9757;6,4851;5,3810;4,3798;3,9050
0.00990016758441925;0.00990016758441925;0.02830684185028076;0,0124;0,0077;0,0103;0,0068;0,3125;0,3125;0,3192;0,4170;0,0202;0,0312;0,5720;7,0149;12,4288;7,0149;6,3259;4,8430;4,8523;0,0829
0.00990016758441925;0.00990016758441925;0.028317809104919434;0,0110;0,0078;0,0083;0,0075;0,3139;0,3139;0,4992;1,1564;0,0167;0,0026;0,0062;7,0283;17,2008;7,0283;4,0211;3,6052;0,0399;3,0233
0.009901642799377441;0.009901642799377441;0.024377167224884033;0,0166;0,0133;0,0142;0,0103;0,3141;0,3297;0,3141;0,7987;0,0279;0,0083;0,1027;7,0378;14,8075;7,0378;2,5676;0,0129;0,0267;0,0067
0.009901642799377441;0.009901642799377441;0.03567074239253998;0,0027;0,0141;0,0150;0,0143;0,3150;0,3448;0,3150;0,0031;0,0027;0,4308;0,3227;7,0477;10,3216;7,0477;5,5625;4,5318;4,4300;4,1204
0.010199695825576782;0.010199695825576782;0.024923622608184814;0,0148;0,0144;0,0125;0,0121;0,3153;0,3153;0,3356;0,9153;0,0295;0,0011;0,7849;7,0610;11,8359;7,0610;3,7558;0,1542;3,5593;0,0055
0.010200172662734985;0.010200172662734985;0.026791810989379883;0,0139;0,0134;0,0139;0,0118;0,3167;0,3167;0,3785;0,0189;0,0038;0,0055;0,0036;7,0906;10,3091;7,0906;1,8294;2,2159;0,1399;1,6470
0.010200172662734985;0.010200172662734985;0.026048868894577026;0,0172;0,0162;0,0145;0,0137;0,3174;0,3174;0,3441;0,0091;0,0034;0,0034;0,0255;7,1958;20,1251;7,1958;0,0084;0,0157;0,0140;0,0261
0.010200172662734985;0.010200172662734985;0.025936990976333618;0,0223;0,0212;0,0195;0,0156;0,3177;0,3177;0,3257;0,0111;0,0103;0,0012;0,0026;7,2149;9,6738;7,2149;2,1942;0,0303;0,0054;0,0912
0.010200172662734985;0.010200172662734985;0.031497836112976074;0,0228;0,0224;0,0188;0,0175;0,3180;0,3180;0,5275;0,0060;0,0108;0,0054;0,0067;7,2537;13,4311;7,2537;2,2587;1,8400;0,0055;0,0152
0.010201692581176758;0.010201692581176758;0.0403551310300827;0,0094;0,0019;0,0081;0,0075;0,3198;0,4185;0,3198;0,0136;0,0049;0,0024;0,0029;7,2779;12,0794;7,2779;5,5006;4,8438;3,7250;3,8562
0.010201692581176758;0.010201692581176758;0.032996684312820435;0,0359;0,0314;0,0210;0,0222;0,3244;0,3244;0,3352;0,0155;0,0210;0,0270;0,0037;7,3032;13,1148;7,3032;4,1539;4,4324;3,8863;3,4196
0.010201692581176758;0.010201692581176758;0.028365224599838257;0,0126;0,0115;0,0084;0,0086;0,3247;0,3684;0,3247;0,0095;0,0279;0,5039;0,0124;7,3289;14,9739;7,3289;4,4498;3,2651;0,0119;2,6528
0.01050017774105072;0.01050017774105072;0.023308366537094116;0,0193;0,0179;0,0012;0,0154;0,3248;0,3248;0,3248;0,5939;0,0016;0,4667;0,0143;7,3396;11,5597;7,3396;3,9741;0,0576;0,0184;0,0083
0.01050017774105072;0.01050017774105072;0.031673818826675415;0,0190;0,0035;0,0165;0,0160;0,3269;0,5076;0,3269;0,0254;0,0784;0,2916;0,0557;7,3407;12,1605;7,3407;3,0154;0,0156;0,4431;0,0124
0.01050017774105072;0.01050017774105072;0.03331045061349869;0,0209;0,0203;0,0173;0,0140;0,3275;0,4209;0,3275;0,0050;0,0106;0,0086;0,6052;7,4020;15,7251;7,4020;7,1201;0,0201;0,0090;0,0359
0.01050017774105072;0.01050017774105072;0.028118640184402466;0,0278;0,0237;0,0222;0,0197;0,3277;0,3833;0,3277;0,0097;0,0082;0,8551;0,0130;7,4206;15,8237;7,4206;0,1046;3,8279;0,0611;2,3713
0.01050017774105072;0.01050017774105072;0.02734324336051941;0,0154;0,0150;0,0137;0,0134;0,3296;0,3474;0,3296;0,0233;0,0032;0,0054;0,3142;7,4344;8,7764;7,4344;4,7474;0,0271;0,0533;0,0267
0.010500192642211914;0.010500192642211914;0.028335928916931152;0,0034;0,0176;0,0172;0,0152;0,3299;0,3299;0,3567;0,3701;0,4062;0,0053;0,0017;7,5034;8,0687;7,5034;4,5890;0,0119;0,0061;0,0665
0.010501742362976074;0.010501742362976074;0.03740297257900238;0,0037;0,0168;0,0130;0,0116;0,3308;0,3308;0,3593;0,0052;0,0216;0,0028;0,0011;7,5092;13,1436;7,5092;3,3836;2,8730;2,0070;2,4524
0.010501742362976074;0.010501742362976074;0.033086299896240234;0,0154;0,0160;0,0140;0,0127;0,3311;0,3657;0,3311;0,0101;0,0525;0,0040;0,0043;7,6060;11,9872;7,6060;5,3910;0,0445;4,1507;3,8428
0.010800182819366455;0.010800182819366455;0.023098260164260864;0,0266;0,0227;0,0179;0,0165;0,3316;0,3316;0,3797;0,0045;0,0011;0,4824;0,0065;7,6073;11,0347;7,6073;5,8200;5,3444;0,0488;4,9657
0.010800182819366455;0.010800182819366455;0.03162883222103119;0,0245;0,0211;0,0217;0,0192;0,3329;0,4731;0,3329;0,9070;0,0019;0,0156;0,0021;7,6204;11,4170;7,6204;0,0066;2,8418;0,0256;0,0048
0.010800182819366455;0.010800182819366455;0.03930702805519104;0,0235;0,0184;0,0190;0,0160;0,3340;0,3340;0,4653;0,0055;0,9271;0,0024;0,0081;7,6502;18,4606;7,6502;5,1899;4,0407;4,1774;3,9590
0.01080179214477539;0.01080179214477539;0.06551215052604675;0,0229;0,0212;0,0198;0,0195;0,3347;0,3997;0,3347;0,5737;0,0073;0,0329;0,0065;7,7030;13,4938;7,7030;8,2603;7,4923;6,1505;0,0161
0.01110018789768219;0.01110018789768219;0.025586754083633423;0,0186;0,0179;0,0167;0,0149;0,3377;0,3406;0,3377;0,6193;0,0091;0,0017;0,2034;7,7070;10,6884;7,7070;5,9395;5,3854;4,9352;0,0261
